company,cpc,country
Robert Bosch GmbH,0.0,0.34545454545454546
Deutsche Telekom AG,0.11223127739855357,0.5312788964461727
Apple,0.2126759263995708,0.45791402163766604
Siemens AG,0.14124735497099938,0.3812473549709994
Preventionpartners Inst fur Pravention und Betr Gesundheitsmanagement GmbH,0.48364811059482526,0.8074576344043491
Trusted Solutions,0.3407909677376824,0.8074576344043491
Tridonic GmbH and Co KG,0.48364811059482526,0.5741243010710158
Livall,0.48364811059482526,0.6407909677376824
SCM Group SpA,0.3407909677376824,0.5741243010710158
Preventionpartners Institut fur Pravention und Betriebliches Gesundheitsmanagement GmbH,0.48364811059482526,0.8074576344043491
Phoenix Contact GmbH and Co KG,0.48364811059482526,0.6074576344043491
Audi AG,0.3407909677376824,0.8074576344043491
Kettenbach GmbH and Co KG,0.3407909677376824,0.46301318995990465
Intel_IP,0.3407909677376824,0.6741243010710158
